File 1,File 2,Similarity
U20S24.TXT,U9S30.TXT,1
U20S24.TXT,U5S22.TXT,1
U20S24.TXT,U7S16.TXT,1
U20S24.TXT,U1S1.TXT,1
U20S24.TXT,U7S11.TXT,1
U20S24.TXT,U2S19.TXT,1
U20S24.TXT,U6S3.TXT,1
U20S24.TXT,U19S18.TXT,1
U20S24.TXT,U18S35.TXT,1
U20S24.TXT,U19S28.TXT,1
U16S5.TXT,U20S31.TXT,1
U16S5.TXT,U6S19.TXT,1
U16S5.TXT,U9S30.TXT,1
U16S5.TXT,U5S22.TXT,1
U16S5.TXT,U7S16.TXT,1
U16S5.TXT,U1S1.TXT,1
U16S5.TXT,U7S11.TXT,1
U16S5.TXT,U2S19.TXT,1
U16S5.TXT,U6S3.TXT,1
U16S5.TXT,U19S18.TXT,1
U16S5.TXT,U18S35.TXT,1
U16S5.TXT,U19S28.TXT,1
U20S31.TXT,U6S19.TXT,1
U20S31.TXT,U9S30.TXT,1
U20S31.TXT,U5S22.TXT,1
U20S31.TXT,U7S16.TXT,1
U20S31.TXT,U1S1.TXT,1
U20S31.TXT,U7S11.TXT,1
U20S31.TXT,U2S19.TXT,1
U20S31.TXT,U6S3.TXT,1
U20S31.TXT,U19S18.TXT,1
U20S31.TXT,U18S35.TXT,1
U20S31.TXT,U19S28.TXT,1
U6S19.TXT,U9S30.TXT,1
U6S19.TXT,U5S22.TXT,1
U6S19.TXT,U7S16.TXT,1
U6S19.TXT,U1S1.TXT,1
U6S19.TXT,U7S11.TXT,1
U6S19.TXT,U2S19.TXT,1
U6S19.TXT,U6S3.TXT,0
U6S19.TXT,U19S18.TXT,1
U6S19.TXT,U18S35.TXT,1
U6S19.TXT,U19S28.TXT,1
U9S30.TXT,U5S22.TXT,1
U9S30.TXT,U7S16.TXT,1
U9S30.TXT,U1S1.TXT,1
U9S30.TXT,U7S11.TXT,1
U9S30.TXT,U2S19.TXT,1
U9S30.TXT,U6S3.TXT,1
U9S30.TXT,U19S18.TXT,1
U9S30.TXT,U18S35.TXT,1
U9S30.TXT,U19S28.TXT,1
U5S22.TXT,U7S16.TXT,1
U5S22.TXT,U1S1.TXT,1
U5S22.TXT,U7S11.TXT,1
U5S22.TXT,U2S19.TXT,1
U5S22.TXT,U6S3.TXT,1
U5S22.TXT,U19S18.TXT,1
U5S22.TXT,U18S35.TXT,1
U5S22.TXT,U19S28.TXT,1
U7S16.TXT,U1S1.TXT,1
U7S16.TXT,U7S11.TXT,0
U7S16.TXT,U2S19.TXT,1
U7S16.TXT,U6S3.TXT,1
U7S16.TXT,U19S18.TXT,1
U7S16.TXT,U18S35.TXT,1
U7S16.TXT,U19S28.TXT,1
U1S1.TXT,U7S11.TXT,1
U1S1.TXT,U2S19.TXT,1
U1S1.TXT,U6S3.TXT,1
U1S1.TXT,U19S18.TXT,1
U1S1.TXT,U18S35.TXT,1
U1S1.TXT,U19S28.TXT,1
U7S11.TXT,U2S19.TXT,1
U7S11.TXT,U6S3.TXT,1
U7S11.TXT,U19S18.TXT,1
U7S11.TXT,U18S35.TXT,1
U7S11.TXT,U19S28.TXT,1
U2S19.TXT,U6S3.TXT,1
U2S19.TXT,U19S18.TXT,1
U2S19.TXT,U18S35.TXT,1
U2S19.TXT,U19S28.TXT,1
U6S3.TXT,U19S18.TXT,1
U6S3.TXT,U18S35.TXT,1
U6S3.TXT,U19S28.TXT,1
U19S18.TXT,U18S35.TXT,1
U19S18.TXT,U19S28.TXT,0
U18S35.TXT,U19S28.TXT,1
